Id,CountryCode,CountryName,RegionName,RegionCode,UpperRegionName,UpperRegionCode,PlaceName,LocalityName,PostcodeName,NeighborhoodName,StreetName,Latitude,Longitude
26254,NL,Nederland,Friesland,FR,NULL,NULL,Heerenveen,NULL,"8448 ML",Skoatterwald,Landgraaf,52.951332,5.954091
126809,NL,Nederland,Limburg,LI,NULL,NULL,Heerlen,Welten,"6419 CA",Welten,"P. Petersstraat",50.874954,5.967673
132538,NL,Nederland,Limburg,LI,NULL,NULL,Weert,Groenewoud,"6004 KJ",Groenewoud-Noord,Buggenumstraat,51.256855,5.726605
135711,NL,Nederland,Utrecht,UT,NULL,NULL,Amersfoort,Zielhorst,"3822 VA",Architectenbuurt-Oost,Berninistraat,52.179214,5.400310
40770,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Eindhoven,Begijnenbroek,"5623 JP",Generalenbuurt,"Generaal Dibbetslaan",51.461250,5.481128
63001,NL,Nederland,Overijssel,OV,NULL,NULL,Deventer,Colmschate,"7422 SR",Colmschaterenk,Kamille,52.247784,6.203768
44718,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Esbeek,NULL,"5085 GN",NULL,Mostaard,51.462841,5.138572
36282,NL,Nederland,Noord-Brabant,NB,NULL,NULL,'s-Hertogenbosch,Empel,"5236 XE","Kom Empel","Pastoor Claassenstraat",51.729633,5.321582
120822,NL,Nederland,Zeeland,ZE,NULL,NULL,Koudekerke,NULL,"4371 BS",NULL,Naereboutstraat,51.480492,3.549746
69603,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Rotterdam,Kralingen,"3062 BK","Kralingen Oost",Mecklenburglaan,51.928688,4.511545
47017,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Breda,"Breda zuid","4835 KC",Ginneken,"Cartier Van Disselstraat",51.568508,4.778854
132919,NL,Nederland,Limburg,LI,NULL,NULL,Hoensbroek,"Nieuw Lotbroek","6433 AP","Nieuw Lotbroek-Noord","Pastoor Van De Boorenplein",50.913265,5.929467
77767,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,"Den Haag",Vruchtenbuurt,"2564 XN",Vruchtenbuurt,Frambozenstraat,52.069000,4.256006
54236,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Nuenen,NULL,"5671 LC",Nuenen-Noord,Repelakker,51.471893,5.552829
98831,NL,Nederland,Gelderland,GE,NULL,NULL,Leuth,NULL,"6578 BP",NULL,"Wethouder Burgers-Stee",51.839699,5.992178
19499,NL,Nederland,Drenthe,DR,NULL,NULL,Norg,NULL,"9331 AZ",NULL,Hekakkerstraat,53.063396,6.462790
64751,NL,Nederland,Overijssel,OV,NULL,NULL,Hengelo,"Hengelose Es","7556 PT","Hengelose Es-Noord","Adriaen Brouwerstraat",52.284313,6.783365
54381,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Tilburg,Dalem,"5035 MH","Stadsrand Dalem Noord",Rijperkerkpark,51.586967,4.975410
140193,NL,Nederland,Utrecht,UT,NULL,NULL,IJsselstein,NULL,"3402 ZJ",IJsselveld-West,Opaalhof,52.033649,5.044695
44171,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Haaren,NULL,"5076 EB",NULL,Beukenlaan,51.604492,5.223308
26397,NL,Nederland,Friesland,FR,NULL,NULL,Goutum,NULL,"9084 DS",NULL,"De Eker",53.183113,5.816488
21964,NL,Nederland,Friesland,FR,NULL,NULL,Tietjerk,NULL,"9255 JX",NULL,Hanenburg,53.213345,5.911194
10587,NL,Nederland,Noord-Holland,NH,NULL,NULL,Vijfhuizen,NULL,"2141 MC","Vijfhuizen Stellinghof",Citadel,52.344017,4.675434
103108,NL,Nederland,Gelderland,GE,NULL,NULL,Ochten,Echteld,"4051 BP",NULL,Liniestraat,51.910278,5.571656
10541,NL,Nederland,Noord-Holland,NH,NULL,NULL,Haarlem,Meerwijk,"2037 JP",Nobelprijsbuurt,Freudstraat,52.355488,4.665053
49205,NL,Nederland,Noord-Brabant,NB,NULL,NULL,"Bergen op Zoom",NULL,"4624 HG",Warande-West,Canadalaan,51.487064,4.297589
80571,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Rotterdam,Hillegersberg,"3053 XZ",Schiebroek,Chrysantstraat,51.961098,4.464911
99682,NL,Nederland,Gelderland,GE,NULL,NULL,Nijmegen,NULL,"6533 CC","St. Anna",Veldstraat,51.821022,5.852901
74438,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Leiden,Binnenstad,"2311 HM",Levendaal,Hogewoerd,52.156322,4.493645
87193,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,"Den Haag",Leidschenveen,"2492 TC","De Vissen",Zilverreigerstraat,52.063259,4.418450
102215,NL,Nederland,Gelderland,GE,NULL,NULL,Ewijk,NULL,"6644 KX","Ewijk-Buitengebied Zuid-2","Groene Heuvels",51.844517,5.687609
54046,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Veghel,NULL,"5463 BH","Veghel Zuid 1","Doctor W. Dreesstraat",51.611301,5.546431
109643,NL,Nederland,Gelderland,GE,NULL,NULL,Ede,NULL,"6717 ZS",Enka,Oversteek,52.022118,5.682916
45133,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Tilburg,Heikant,"5011 EP","Heikant West",Zellerstraat,51.588013,5.090320
85863,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Voorburg,Essesteijn,"2272 WD","Nieuw Essesteijn - Zijdezigt","Via Verdi",52.086933,4.378347
143654,NL,Nederland,Utrecht,UT,NULL,NULL,Nieuwegein,Blokhoeve,"3438 MC",Blokhoeve,Bongerdhoeve,52.047504,5.096868
128595,NL,Nederland,Limburg,LI,NULL,NULL,Stevensweert,NULL,"6107 CD",Eiland-Brandt,"De Heggestraat",51.132278,5.854880
109616,NL,Nederland,Gelderland,GE,NULL,NULL,Nijmegen,NULL,"6515 XJ",Ressen,"Hugo Clausstraat",51.877808,5.852965
123364,NL,Nederland,Limburg,LI,NULL,NULL,Venlo,Blerick,"5923 KW",Zonneveld,Zonneveld,51.364426,6.135669
100976,NL,Nederland,Gelderland,GE,NULL,NULL,Elst,NULL,"6662 HX",Lynden,Elstar,51.916676,5.826996
80837,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Bergschenhoek,Boterdorp,"2662 BE",Eilandenbuurt,Vondelstraat,51.986427,4.490339
50055,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Made,NULL,"4921 ZC",NULL,Valkenbergstraat,51.678452,4.790167
53115,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Oisterwijk,Pannenschuur,"5061 NE","Omg. Pannenschuur-Centrum",Beekloop,51.579056,5.174479
97808,NL,Nederland,Gelderland,GE,NULL,NULL,Zevenaar,NULL,"6903 WZ",Stegeslag,Heesackers,51.942810,6.060609
57496,NL,Nederland,Overijssel,OV,NULL,NULL,Oldemarkt,NULL,"8375 BR",NULL,"Wicher Huismanstraat",52.818462,5.974204
110966,NL,Nederland,Gelderland,GE,NULL,NULL,Kerk-Avezaath,NULL,"4012 BT","Kerk Avezaath",Noordereind,51.907558,5.381288
25710,NL,Nederland,Friesland,FR,NULL,NULL,Franeker,NULL,"8802 TE","Franeker Kaatsersbuurt","Pim Mulierstraat",53.191059,5.529742
27228,NL,Nederland,Friesland,FR,NULL,NULL,Vlieland,NULL,"8899 BV",NULL,Dreef,53.299675,5.062082
19616,NL,Nederland,Drenthe,DR,NULL,NULL,Norg,NULL,"9331 LK",NULL,Entinge,53.066654,6.439716
144790,NL,Nederland,Utrecht,UT,NULL,NULL,Mijdrecht,NULL,"3641 AC",NULL,"Bosch En Haven",52.204082,4.867856
46203,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Gilze,NULL,"5126 CT",NULL,Wendel,51.542397,4.950105
18700,NL,Nederland,Drenthe,DR,NULL,NULL,Tiendeveen,NULL,"7936 PG",NULL,"Kanaal Westzijde",52.756344,6.547774
40867,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Eindhoven,Aanschot,"5628 KC","Woenselse Heide",Zuiderzeelaan,51.477425,5.464497
77835,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Wateringen,NULL,"2291 EZ","Wateringen Noord en Ambachtshof",Ambachtsweg,52.031212,4.268890
15468,NL,Nederland,Noord-Holland,NH,NULL,NULL,Aalsmeer,NULL,"1431 WM",Hornmeer,"Frans De Bieslaan",52.258305,4.765764
13934,NL,Nederland,Noord-Holland,NH,NULL,NULL,Oostzaan,NULL,"1511 DD","De Haal en De Heul en Noordeinde",Jol,52.447495,4.870480
101672,NL,Nederland,Gelderland,GE,NULL,NULL,Beuningen,Beuningen,"6642 BR",Beuningen-Heuve-4,Constantiuslaan,51.854050,5.753033
39313,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Aarle-Rixtel,NULL,"5735 KN",NULL,Peelstraat,51.512848,5.630773
86256,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Dordrecht,Sterrenburg,"3318 CX","Sterrenburg 1-Oost",Rigelhof,51.786205,4.680288
60802,NL,Nederland,Overijssel,OV,NULL,NULL,Almelo,Schelfhorst,"7608 VG","Drakensteyn en omgeving",Walenburg,52.376476,6.676224
121111,NL,Nederland,Zeeland,ZE,NULL,NULL,Terneuzen,NULL,"4533 PJ",NULL,Molenweg,51.321487,3.862553
139041,NL,Nederland,Utrecht,UT,NULL,NULL,Abcoude,NULL,"1391 BL",Abcoude-Zuidwest,"Zuster Claassenhof",52.270912,4.961977
132420,NL,Nederland,Limburg,LI,NULL,NULL,Weert,Keent,"6006 BN",Keent,"Louis Beerenbrouckstraat",51.244106,5.703990
103269,NL,Nederland,Gelderland,GE,NULL,NULL,Tiel,NULL,"4005 BC","Het Ooij",Peppellaan,51.897274,5.439616
48121,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Hoeven,NULL,"4741 CK",NULL,Meidoornlaan,51.576790,4.582795
67868,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Hendrik-Ido-Ambacht,"De Volgerlanden","3344 EG",Volgerlanden-West,Oeverwal,51.829102,4.643594
135178,NL,Nederland,Utrecht,UT,NULL,NULL,Leusden,Leusden-Centrum,"3831 ZH",Langenbeek,Beekforel,52.130547,5.441348
20180,NL,Nederland,Drenthe,DR,NULL,NULL,Eelderwolde,NULL,"9766 PJ",NULL,"Cunera Van Wahrenlaan",53.181694,6.535240
34647,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Nuland,NULL,"5391 CP","Kom Nuland",Sikkel,51.723942,5.438161
62692,NL,Nederland,Overijssel,OV,NULL,NULL,Raalte,NULL,"8101 ZA",Langkamp,"De Gaarden",52.385723,6.259952
111253,NL,Nederland,Groningen,GR,NULL,NULL,Delfzijl,Noord,"9931 CP",Zandplatenbuurt,Robbeplaat,53.336327,6.900795
52125,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Eindhoven,Oud-Strijp,"5616 NG",Philipsdorp,"Het Hof Van Strijp",51.441669,5.457449
107435,NL,Nederland,Gelderland,GE,NULL,NULL,Arnhem,Schuytgraaf,"6846 GN",Schuytgraaf-Noord,Lokaalspoor,51.960136,5.839869
114336,NL,Nederland,Groningen,GR,NULL,NULL,Groningen,Helpman,"9721 XS","De Wijert-Zuid","Ter Braaklaan",53.187988,6.570676
25799,NL,Nederland,Friesland,FR,NULL,NULL,Midlum,Midlum,"8872 NW",Midlum,Kerkstraat,53.183411,5.448911
35170,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Rosmalen,NULL,"5242 CV",Molenhoek,"Martinus Nijhoffstraat",51.711075,5.368566
124110,NL,Nederland,Limburg,LI,NULL,NULL,Horst,NULL,"5961 LG",Stuksbeemden,Stuksbeemden,51.453415,6.061939
65378,NL,Nederland,Overijssel,OV,NULL,NULL,Dalfsen,NULL,"7722 ZD",Gernermarke-Oosterdalfsen,Trechterbeker,52.514988,6.276420
1012,NL,Nederland,Noord-Holland,NH,NULL,NULL,Hoogwoud,NULL,"1718 CD",NULL,Radboudstraat,52.714695,4.935377
63529,NL,Nederland,Overijssel,OV,NULL,NULL,Deventer,"Wijk 3 Zandweerd","7412 NR",Schrijversbuurt,"Jan Luykenlaan",52.270889,6.135800
130147,NL,Nederland,Limburg,LI,NULL,NULL,Geleen,NULL,"6165 SK",Kluis,Kievitstraat,50.964222,5.831111
17836,NL,Nederland,Drenthe,DR,NULL,NULL,Emmen,NULL,"7814 TE",Westenesch,"Kromme Elleboog",52.785789,6.871471
47999,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Sprundel,NULL,"4714 TE",NULL,Luienhoeksestraat,51.547771,4.601328
45621,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Goirle,"De Hellen","5051 EK","De Villa",Klotven,51.521690,5.045892
92429,NL,Nederland,Gelderland,GE,NULL,NULL,Lichtenvoorde,NULL,"7131 DA",NULL,Beenengang,51.987820,6.566173
7198,NL,Nederland,Noord-Holland,NH,NULL,NULL,Bussum,"Bussum Centrum","1405 HS",Spiegelzicht,Spiegeldwarsstraat,52.273918,5.158627
126857,NL,Nederland,Limburg,LI,NULL,NULL,Heerlen,Welten,"6419 AZ",Welten,Sintermeertenshöfke,50.879372,5.962664
47001,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Breda,"Breda centrum","4811 LD",Fellenoord,Stadhouderstraat,51.587021,4.771063
85358,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Bergschenhoek,Boterdorp,"2662 BM",Eilandenbuurt,Manderhof,51.985733,4.489140
56920,NL,Nederland,Overijssel,OV,NULL,NULL,Zwolle,Holtenbroek,"8031 ET","Holtenbroek I",Händellaan,52.524277,6.081401
86537,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,"Den Haag","Wateringse Veld","2548 SK","Parkbuurt oosteinde",Elsenburgstraat,52.026932,4.295425
58359,NL,Nederland,Overijssel,OV,NULL,NULL,Enschede,NULL,"7542 LT","Stroinkslanden Noord-Oost",Vrielinklanden,52.195358,6.904555
51316,NL,Nederland,Noord-Brabant,NB,NULL,NULL,"Bergen op Zoom",NULL,"4616 AJ","De Markiezaten",Zuiderdreef,51.478859,4.289643
114853,NL,Nederland,Groningen,GR,NULL,NULL,Marum,NULL,"9363 GZ",NULL,Marktstraat,53.143467,6.251742
45914,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Tilburg,"Tuindorp De Kievit","5045 WX","De Kievit Noord-Oost",Lochemstraat,51.586777,5.003269
15242,NL,Nederland,Noord-Holland,NH,NULL,NULL,Kortenhoef,NULL,"1241 JC",Rade,Kalkakker,52.234650,5.117969
108475,NL,Nederland,Gelderland,GE,NULL,NULL,Groenlo,NULL,"7141 LM",hartreize,"De Kunne",52.032791,6.607749
10595,NL,Nederland,Noord-Holland,NH,NULL,NULL,Spaarndam,NULL,"2064 LH",NULL,"Baron Van Fridaghstraat",52.415321,4.691686
19566,NL,Nederland,Drenthe,DR,NULL,NULL,Peize,NULL,"9321 BH",NULL,Hofstraat,53.150261,6.496965
15261,NL,Nederland,Noord-Holland,NH,NULL,NULL,Heerhugowaard,Schrijverswijk,"1702 GC",Schrijverswijk,"De Genestetlaan",52.667603,4.840507
20930,NL,Nederland,Friesland,FR,NULL,NULL,Wijnjewoude,NULL,"9241 EG",Wijnjewoude-Gentiaan,Russchenreed,53.058830,6.211379
128013,NL,Nederland,Limburg,LI,NULL,NULL,Sittard,Overhoven,"6136 AK",Overhoven,Vouerweg,51.006702,5.863207
74350,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Leiden,"Bos- en Gasthuisdistrict","2321 GB",Gasthuiswijk,"Jacob Van Campenlaan",52.140724,4.479988
129249,NL,Nederland,Limburg,LI,NULL,NULL,Klimmen,NULL,"6343 PV",Weustenrade,Luiperbeekstraat,50.898746,5.913034
29220,NL,Nederland,Flevoland,FL,NULL,NULL,Almere,"Almere Buiten","1335 CC",Seizoenenbuurt,Winterstraat,52.405125,5.287611
54989,NL,Nederland,Noord-Brabant,NB,NULL,NULL,"Wijk en Aalburg",NULL,"4261 TL",Spijk,Kroonhof,51.765133,5.127166
44688,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Hilvarenbeek,NULL,"5081 VM",NULL,"Hof Ter Loo",51.486221,5.130267
126040,NL,Nederland,Limburg,LI,NULL,NULL,Heerlen,Schandelen-Grasbroek,"6412 SN",Musschemig,Granaatstraat,50.900978,5.968619
112138,NL,Nederland,Groningen,GR,NULL,NULL,Midwolda,NULL,"9681 AS",NULL,Mennistenlaan,53.195290,7.019410
94630,NL,Nederland,Gelderland,GE,NULL,NULL,Warnsveld,NULL,"7231 JB",NULL,Breegraven,52.139053,6.225413
143935,NL,Nederland,Utrecht,UT,NULL,NULL,Utrecht,Zuid,"3525 BV","Oud Hoograven-Zuid",Draadnagelweg,52.062286,5.114881
48858,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Steenbergen,NULL,"4651 TN",Steenbergen-Centrum,Lindenburghlaan,51.588284,4.314850
73372,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Zoeterwoude,Zoeterwoude-Rijndijk,"2382 BK","Hoge Rijndijk Oost",Kopperwetering,52.139320,4.534093
61723,NL,Nederland,Overijssel,OV,NULL,NULL,Haaksbergen,NULL,"7481 HA","Haaksbergen Kern-3",Ambachtstraat,52.152061,6.738214
74546,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Leiden,Stationskwartier,"2316 XD",Stationskwartier,Schipholweg,52.168770,4.487360
132974,NL,Nederland,Limburg,LI,NULL,NULL,Geijsteren,NULL,"5862 AC",NULL,"Alde Pasterie",51.553654,6.048933
108480,NL,Nederland,Gelderland,GE,NULL,NULL,Zutphen,Leesten,"7207 NG",Ooyerhoek,"Laakse Dam",52.125137,6.221603
65676,NL,Nederland,Overijssel,OV,NULL,NULL,Collendoorn,NULL,"7798 CJ",NULL,"Havezate Esch",52.590973,6.605937
32086,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Boxmeer,NULL,"5831 MV",Luneven,Wielewaal,51.639397,5.951377
128473,NL,Nederland,Limburg,LI,NULL,NULL,Thorn,NULL,"6017 BJ",NULL,Panheeldersteeg,51.164318,5.846330
94595,NL,Nederland,Gelderland,GE,NULL,NULL,Warnsveld,NULL,"7232 GH",Overkamp,"Het Schieven",52.129833,6.236339
39826,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Nuenen,Gerwen,"5674 SC",Gerwen,Steenbroeken,51.489685,5.558268
31003,NL,Nederland,Flevoland,FL,NULL,NULL,Almere,"Almere Hout","1341 EH",Nobelhorst,"Igor Tammstraat",52.360126,5.289529
89595,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Moerkapelle,"Moerkapelle wijk 01","2751 HH","Jonge Veenen",Achterzoom,52.047386,4.585840
47014,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Breda,"Breda zuid","4835 LG",Ginneken,"Burgemeester Serrarislaan",51.570217,4.781540
66864,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Gouda,Binnenstad,"2801 PT","De Baan",Walestraat,52.009212,4.714077
20328,NL,Nederland,Drenthe,DR,NULL,NULL,Coevorden,NULL,"7742 LA",Ossehaar,"Jan Frowijnstraat",52.658012,6.764516
5261,NL,Nederland,Noord-Holland,NH,NULL,NULL,Castricum,NULL,"1902 AB",Molendijk,Cieweg,52.545441,4.671492
103744,NL,Nederland,Gelderland,GE,NULL,NULL,Kerk-Avezaath,NULL,"4012 DB","Kerk Avezaath","Meester R.J. Van Beekhoffstraat",51.896423,5.378050
65732,NL,Nederland,Overijssel,OV,NULL,NULL,'s-Heerenbroek,Stadshagen,"8275 AD","Tippe bij de IJssel",Volkerinkstraat,52.533707,6.038187
44512,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Berkel-Enschot,NULL,"5056 EZ",Rauwbraken,"Doctor Schaepmanstraat",51.583271,5.136856
43296,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Valkenswaard,NULL,"5554 RA",Kerkakkers,"Kardinaal De Jongstraat",51.352619,5.447406
23449,NL,Nederland,Friesland,FR,NULL,NULL,Wouterswoude,NULL,"9113 PV",NULL,Bonifatiusstrjitte,53.294331,6.029460
101918,NL,Nederland,Gelderland,GE,NULL,NULL,Malden,NULL,"6581 HR",Malden-West,Kiezel,51.778145,5.851303
82996,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Spijkenisse,Vogelenzang,"3208 RC",Vogelenzang-Zuid,Chopinstraat,51.834156,4.314871
4348,NL,Nederland,Noord-Holland,NH,NULL,NULL,Velserbroek,NULL,"1991 RV",Bastionbuurt,"Mathilde Wibautstraat",52.432178,4.665246
30205,NL,Nederland,Flevoland,FL,NULL,NULL,Luttelgeest,NULL,"8315 BG",NULL,Aronskelk,52.738792,5.854417
27534,NL,Nederland,Friesland,FR,NULL,NULL,Drachten,NULL,"9202 VW","De Venen","'t Leger",53.103020,6.117080
140118,NL,Nederland,Utrecht,UT,NULL,NULL,"De Meern","Vleuten-De Meern","3454 EV","De Meern-Zuid","Van Zuylenstraat",52.081478,5.034226
44083,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Boxtel,NULL,"5282 VC",Boxtel-Noord,"Sint Jozefstraat",51.601307,5.316954
107054,NL,Nederland,Gelderland,GE,NULL,NULL,Nijmegen,NULL,"6515 HR",Oosterhout,Kruidenstraat,51.880589,5.836867
128607,NL,Nederland,Limburg,LI,NULL,NULL,Stevensweert,NULL,"6107 BD","Stevensweert waaronder Bilt",Bruidsweg,51.129250,5.852590
32674,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Mill,NULL,"5451 BP",Mill-Centrum,Julianastraat,51.684685,5.783707
67370,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Dordrecht,Binnenstad,"3311 XP","Augustijnenkamp en omgeving",Achterklooster,51.814739,4.671764
139386,NL,Nederland,Utrecht,UT,NULL,NULL,Utrecht,Zuidwest,"3521 VA",Dichterswijk,"Hubert Pootstraat",52.082649,5.112054
123746,NL,Nederland,Limburg,LI,NULL,NULL,Roermond,Maasniel,"6042 ND","De Wijher en omgeving",Cornelishoflaan,51.199711,6.017090
130493,NL,Nederland,Limburg,LI,NULL,NULL,Elsloo,NULL,"6181 GA",NULL,"Sint Augustinusstraat",50.951447,5.763764
22942,NL,Nederland,Friesland,FR,NULL,NULL,Haskerhorne,NULL,"8506 BL",NULL,"Van Claerbergenstrjitte",52.951630,5.830524
23317,NL,Nederland,Friesland,FR,NULL,NULL,Kollumerzwaag,NULL,"9298 VB",NULL,"J Vogelzangstrjitte",53.265720,6.086148
86326,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Rijswijk,NULL,"2286 GN",Stervoorde,Briandstraat,52.029198,4.313663
87869,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Spijkenisse,"De Akkers","3206 AH",Gaarden,Dadelgaard,51.832298,4.328903
4784,NL,Nederland,Noord-Holland,NH,NULL,NULL,Beverwijk,Kuenenkwartier,"1944 VG",Oostertuinen,Peelstraat,52.491505,4.652381
67559,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Nieuw-Lekkerland,NULL,"2957 NA",Nieuw-Lekkerland-Dorp,Baardmannetje,51.886654,4.673902
32821,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Zeeland,NULL,"5411 BE",NULL,Puttelaar,51.693974,5.676768
18404,NL,Nederland,Drenthe,DR,NULL,NULL,Hoogeveen,NULL,"7903 BG","Industriegebied Noord B",Plesmanstraat,52.734058,6.519746
32490,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Beers,Beers,"5437 DA",Beers,"Burgemeester Van De Braakplein",51.724953,5.826916
103585,NL,Nederland,Gelderland,GE,NULL,NULL,Tiel,NULL,"4001 TL",Hertogenwijk,Beusichemstraat,51.879684,5.422855
67664,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,"Krimpen aan de Lek",NULL,"2931 RA","Tiendweg Noord",Groenland,51.899609,4.631168
139774,NL,Nederland,Utrecht,UT,NULL,NULL,Utrecht,Noordwest,"3551 SW","2e Daalsebuurt en omgeving",Asterstraat,52.100090,5.099672
84579,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Goudswaard,NULL,"3267 AN",NULL,"Nicolaas Van Puttenstraat",51.793880,4.278863
9607,NL,Nederland,Noord-Holland,NH,NULL,NULL,Amsterdam,Geuzenveld,"1067 ZX","Buurt 6","Pier Panderstraat",52.376106,4.797892
79519,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Rotterdam,Delfshaven,"3021 NC",Middelland,Heemraadssingel,51.915447,4.456022
97484,NL,Nederland,Gelderland,GE,NULL,NULL,Didam,NULL,"6942 EB",Didam-Zuid,Stationsplein,51.933231,6.131604
46824,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Breda,NULL,"4816 HA",Doornbos-Linie,Zandveld,51.600262,4.796484
60724,NL,Nederland,Overijssel,OV,NULL,NULL,Almelo,Hofkamp,"7607 RC",Paradijs,Seeland,52.352455,6.688515
102447,NL,Nederland,Gelderland,GE,NULL,NULL,Wageningen,Wageningen-Hoog,"6705 BX",Wageningen-Hoog,Dennenlaan,51.993038,5.690369
1400,NL,Nederland,Noord-Holland,NH,NULL,NULL,Purmerend,Purmer,"1447 TT",Purmer-Zuid-Noord,Leenderbos,52.491150,4.976236
13544,NL,Nederland,Noord-Holland,NH,NULL,NULL,Amsterdam,"Tuindorp Oostzaan","1036 KS","De Bongerd",Lindekersstraat,52.406273,4.900965
118513,NL,Nederland,Zeeland,ZE,NULL,NULL,"'s-Heer Arendskerke",'s-Heer-Arendskerke,"4458 AA",'s-Heer-Arendskerke,"Lange Achterweg",51.491531,3.822240
134537,NL,Nederland,Utrecht,UT,NULL,NULL,Amerongen,Amerongen,"3958 GK",NULL,"De Klamp",52.006496,5.459878
86788,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Delft,Voordijkshoorn,"2635 CJ","Den Hoorn",Lookwatering,52.006252,4.325950
54,NL,Nederland,Noord-Holland,NH,NULL,NULL,Wieringerwerf,NULL,"1771 DA",NULL,Spade,52.848015,5.031517
63144,NL,Nederland,Overijssel,OV,NULL,NULL,Schalkhaar,NULL,"7433 CA",NULL,"De Botterije",52.265247,6.186611
96304,NL,Nederland,Gelderland,GE,NULL,NULL,Heerde,NULL,"8181 DW",NULL,"J.A. Te Nuijlstraat",52.388031,6.040487
5717,NL,Nederland,Noord-Holland,NH,NULL,NULL,"Den Helder","binnen de Linie","1781 KE",NULL,Koningstraat,52.961018,4.762489
58103,NL,Nederland,Overijssel,OV,NULL,NULL,Losser,NULL,"7582 JC",Losser-West,"Het Kloppenberg",52.265053,6.993727
123813,NL,Nederland,Limburg,LI,NULL,NULL,Swalmen,NULL,"6071 JG",Swalmen-Centrum,"Sint Jansstraat",51.231583,6.036903
104769,NL,Nederland,Gelderland,GE,NULL,NULL,Ederveen,NULL,"6744 PA",NULL,Bruinehorst,52.068329,5.577819
24725,NL,Nederland,Friesland,FR,NULL,NULL,Heeg,NULL,"8621 DL",NULL,"Wite Muonts",52.970596,5.612482
22886,NL,Nederland,Friesland,FR,NULL,NULL,Heerenveen,NULL,"8447 AW",Nijehaske,Lawei,52.962643,5.910929
51547,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Drunen,NULL,"5151 HS","Centrum Drunen",Contrefort,51.687389,5.131205
52537,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Hilvarenbeek,NULL,"5081 MB",NULL,"Jan Van Dongenpad",51.488121,5.127751
12728,NL,Nederland,Noord-Holland,NH,NULL,NULL,"Sint Pancras",NULL,"1834 TA",NULL,Kroosbrug,52.664963,4.792088
